Brand,Mftr Code,Description,Dove Code,RRP,Price,Qty,Category 1,Category 2,Category 3,Image URL,Product URL
"Brother","RJ3050","Brother RJ3050 Rugged Jet Portable Printer w/ Bluetooth and Wireless","BRJ3050",599.96,417.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14548-29919.jpg","http://www.dove.co.nz/jump/14548"
"Brother","RJ3150","Brother RJ3150 Rugged Jet Mobile Printer w/ Bluetooth, Wireless, USB","BRJ3150",999.95,696.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14549-42919.jpg","http://www.dove.co.nz/jump/14549"
"Brother","RJ4030","Brother RJ4030 Rugged Jet Mobile Printer w/ Bluetooth, USB","BRJ4030",799.95,556.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14550-531119.jpg","http://www.dove.co.nz/jump/14550"
"Brother","RJ4040","Brother RJ4040 Rugged Jet Mobile Printer w/ Wireless, USB","BRJ4040",899.96,626.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14551-581119.jpg","http://www.dove.co.nz/jump/14551"
"Brother","CABLDF1","Brother CABLDF1 Scan N Cut Fabric - Deep Blade","BSA001",16.95,10.60,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16942-1122011.jpg","http://www.dove.co.nz/jump/16942"
"Brother","CABLDP1","Brother CABLDP1 Scan N Cut Fabric - Standard Blade","BSA002",16.95,10.60,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16943-14122011.jpg","http://www.dove.co.nz/jump/16943"
"Brother","CAHLF1","Brother CAHLF1 Scan N Cut Fabric - Deep Blade Holder","BSA003",29.95,18.80,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16944-17122011.jpg","http://www.dove.co.nz/jump/16944"
"Brother","CAHLP1","Brother CAHLP1 Scan N Cut Fabric - Standard Blade Holder","BSA004",29.95,18.80,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16945-21122011.jpg","http://www.dove.co.nz/jump/16945"
"Brother","CAMATSTD24","Brother CAMATSTD24 Scan N Cut Fabric - Jumbo Standard Mat","BSA006",39.95,25.10,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16947-30122011.jpg","http://www.dove.co.nz/jump/16947"
"Brother","CAMATP24","Brother CAMATP24 Scan N Cut Fabric - Jumbo Low Tack Mat","BSA008",35.95,22.60,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16949-29132011.jpg","http://www.dove.co.nz/jump/16949"
"Brother","CAMATS12","Brother CAMATS12 Scan N Cut Fabric - Scanning Mat","BSA009",39.95,25.10,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16950-34132011.jpg","http://www.dove.co.nz/jump/16950"
"Brother","CAPEN1","Brother CAPEN1 Scan N Cut Fabric - Pen Set","BSA010",19.95,12.50,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16951-38132011.jpg","http://www.dove.co.nz/jump/16951"
"Brother","CAPEN2","Brother CAPEN2 Scan N Cut Fabric - Erasable Pen","BSA011",14.95,9.40,2,"Sewing & Craft","","Clearance","http://www.dove.co.nz/images/products/16952-47132011.jpg","http://www.dove.co.nz/jump/16952"
"Brother","CAPENHL1","Brother CAPENHL1 Scan N Cut Fabric - Pen Holder","BSA012",24.96,15.70,5,"Sewing & Craft","","Clearance","http://www.dove.co.nz/images/products/16953-53132011.jpg","http://www.dove.co.nz/jump/16953"
"Brother","CASTBL1","Brother CASTBL1 Scan N Cut Fabric - Iron On Contact Sheet","BSA013",10.95,6.90,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16954-57132011.jpg","http://www.dove.co.nz/jump/16954"
"Brother","CASTBL2 ","Brother CASTBL2 Scan N Cut Fabric - High Tack Sheet 4pcs","BSA014",24.96,16.30,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16955-16142011.jpg","http://www.dove.co.nz/jump/16955"
"Brother","CAUSB1","Brother CAUSB1 Scan N Cut Fabric - USB Number 1 Quilt Pattern","BSA015",79.95,50.20,5,"Sewing & Craft","","Clearance","http://www.dove.co.nz/images/products/16956-18142011.jpg","http://www.dove.co.nz/jump/16956"
"Brother","CAUSB2","Brother CAUSB2 Scan N Cut Fabric - USB Number 2 Applique Pattern","BSA016",79.95,50.20,0,"Sewing & Craft","Scanners - Flatbed","","http://www.dove.co.nz/images/products/16957-21142011.jpg","http://www.dove.co.nz/jump/16957"
"Brother","CARSKIT1","Brother CARSKIT1 Scan N Cut Rhinestone Starter Kit","BSA017",124.15,78.00,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16958-28142011.jpg","http://www.dove.co.nz/jump/16958"
"Brother","CAPSKIT1","Brother CAPSKIT1 Scan N Cut Print Sticker Kit","BSA018",49.99,31.40,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16959-35142011.jpg","http://www.dove.co.nz/jump/16959"
"Brother","CAPSS1","Brother CAPSS1 Scan N Cut Print Sticker SH Kit","BSA019",39.95,25.10,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16960-38142011.jpg","http://www.dove.co.nz/jump/16960"
"Brother","CARSSH1","Brother CARSSH1 Scan N Cut Template Sheet And Transfer Sheet","BSA020",39.99,25.10,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16961-40142011.jpg","http://www.dove.co.nz/jump/16961"
"Brother","CAUSB3","Brother CAUSB3 Fabric USB No.3 Home Deco Pattern","BSA021",79.95,50.20,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16962-42142011.jpg","http://www.dove.co.nz/jump/16962"
"Brother","CAUSB4","Brother CAUSB4 Fabric USB No.4 3D-Craft Pattern Collection","BSA022",79.95,50.20,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16963-6162011.jpg","http://www.dove.co.nz/jump/16963"
"Brother","CAMATM12","Brother CAMATM12 Scan N Cut Fabric - Middle Mat","BSA023",29.95,19.50,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16964-12162011.jpg","http://www.dove.co.nz/jump/16964"
"Brother","CARSTS1","Brother CARSTS1 Scan N Cut Transfer Sheet","BSA024",19.87,12.50,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16965-16162011.jpg","http://www.dove.co.nz/jump/16965"
"Brother","CASTCL1","Brother CASTCL1 Scan N Cut Stencil Sheet","BSA025",19.95,12.50,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16966-18162011.jpg","http://www.dove.co.nz/jump/16966"
"Brother","CASTPKIT1","Brother CASTPKIT1 Scan N Cut Stamp Kit for CM550DX","BSA026",49.94,31.40,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16967-21162011.jpg","http://www.dove.co.nz/jump/16967"
"Brother","CASTPS1","Brother CASTPS1 Scan N Cut Stamp Sheets","BSA027",24.96,15.70,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16968-23162011.jpg","http://www.dove.co.nz/jump/16968"
"Brother","CAMATS24","Brother CAMATS24 Scan N Cut Fabric - Jumbo Scanning Mat","BSA029",44.95,28.20,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16969-25162011.jpg","http://www.dove.co.nz/jump/16969"
"Brother","CAUNIPHL1","Brother CAUNIPHL1 Scan N Cut Fabric - Uni Pen Holder","BSA030",29.95,18.80,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/16970-27162011.jpg","http://www.dove.co.nz/jump/16970"
"Brother","CAMATSTD12","Brother CAMATSTD12 Scan N Cut Fabric - Standard Mat","BSA031",39.95,25.10,0,"Sewing & Craft","Scanners - Flatbed","","http://www.dove.co.nz/images/products/19057-169129.jpg","http://www.dove.co.nz/jump/19057"
"Brother","CAMATLOW12","Brother CAMATLOW12 Scan N Cut Fabric - Low Tack Mat","BSA032",39.95,25.10,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/18566-389164.jpg","http://www.dove.co.nz/jump/18566"
"Brother","ADS1600W","Brother ADS1600W A4 Automatic Document Scanner","BSC1600",549.95,383.00,0,"Brother Printers & Accessories","Scanners - Flatbed","","http://www.dove.co.nz/images/products/11539-1612712.jpg","http://www.dove.co.nz/jump/11539"
"Brother","DC200","Brother DC200 Design N Cut Cutting Machine","BSC200",499.95,314.00,0,"Sewing & Craft","Scanners - Flatbed","","http://www.dove.co.nz/images/products/18493-141134.jpg","http://www.dove.co.nz/jump/18493"
"Brother","ADS2200","Brother ADS2200 Document Scanner","BSC2200",649.95,452.00,4,"Brother Printers & Accessories","Scanners - Flatbed","","http://www.dove.co.nz/images/products/16150-4151110.jpg","http://www.dove.co.nz/jump/16150"
"Brother","ADS2400N","Brother ADS2400N A4 Automatic Document Scanner","BSC2400",899.96,625.00,0,"Brother Printers & Accessories","Scanners - Flatbed","","http://www.dove.co.nz/images/products/14627-3311139.jpg","http://www.dove.co.nz/jump/14627"
"Brother","SDX1200","Brother SDX1200 ScanNCut Wless Fabric&Paper Cutting Machine","BSC250",899.95,565.19,0,"Sewing & Craft","Scanners - Flatbed","","http://www.dove.co.nz/images/products/19404-2591511.jpg","http://www.dove.co.nz/jump/19404"
"Brother","ADS3600W","Brother ADS3600W A3/A4 Automatic Wireless Document Scanner","BSC3600",1699.95,1183.00,0,"Brother Printers & Accessories","Scanners - Flatbed","","http://www.dove.co.nz/images/products/14629-5811139.jpg","http://www.dove.co.nz/jump/14629"
"Brother","DS620","Brother DS620 Mobile Scanner","BSC620",299.95,209.00,0,"Brother Printers & Accessories","Scanners - Flatbed","","http://www.dove.co.nz/images/products/13640-4514712.jpg","http://www.dove.co.nz/jump/13640"
"Brother","DS720D","Brother DS720D Mobile Document Scanner","BSC720",349.95,243.00,0,"Brother Printers & Accessories","Scanners - Flatbed","","http://www.dove.co.nz/images/products/18432-381173.jpg","http://www.dove.co.nz/jump/18432"
"Brother","CM900","Brother CM900 Scan N Cut Hobby Cutting Machine","BSC900",849.95,534.00,0,"Sewing & Craft","Scanners - Flatbed","","http://www.dove.co.nz/images/products/13588-36152212.jpg","http://www.dove.co.nz/jump/13588"
"Brother","TC4000","Brother TC4000 Tower Tray Connector","BSP050",99.95,65.20,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14304-312147.jpg","http://www.dove.co.nz/jump/14304"
"Brother","PR2770B6P","Brother PR2770B6P 27x70mm Black Stamp 6 Pack","BST620",128.98,112.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14962-3815712.jpg","http://www.dove.co.nz/jump/14962"
"Brother","PR2260B6P","Brother PR2260B6P 22x60mm Black Stamp 6 Pack","BST621",110.43,96.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14962-3815712.jpg","http://www.dove.co.nz/jump/14962"
"Brother","PR1850B6P","Brother PR1850B6P 18x50mm Black Stamp 6 Pack","BST622",89.62,78.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14962-3815712.jpg","http://www.dove.co.nz/jump/14962"
"Brother","PR1438R6P","Brother PR1438R6P 14x38mm Red Stamp 6 Pack","BST623",72.53,63.10,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14962-3815712.jpg","http://www.dove.co.nz/jump/14962"
"Brother","PR1438B6P","Brother PR1438B6P 14x38mm Black Stamp 6 Pack","BST625",72.53,63.10,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14962-3815712.jpg","http://www.dove.co.nz/jump/14962"
"Brother","PR1060R6P","Brother PR1060R6P 10x60mm Red Stamp 6 Pack","BST627",84.87,74.00,1,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14962-3815712.jpg","http://www.dove.co.nz/jump/14962"
"Brother","PR1850R6P","Brother PR1850R6P 18x50mm Red Stamp 6 Pack","BST628",89.62,78.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14962-3815712.jpg","http://www.dove.co.nz/jump/14962"
"Brother","PR1060B6P","Brother PR1060B6P 10x60mm Black Stamp 6 Pack","BST629",84.80,74.00,2,"Brother Printers & Accessories","Clearance","","http://www.dove.co.nz/images/products/14962-3815712.jpg","http://www.dove.co.nz/jump/14962"
"Brother","PR1212B","Brother PR1212B 12x12mm Black Stamp","BST633",79.95,60.70,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14962-3815712.jpg","http://www.dove.co.nz/jump/14962"
"Brother","PR2260R6P","Brother PR2260R6P 22x60mm Red Stamp 6 Pack","BST634",99.95,87.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14962-3815712.jpg","http://www.dove.co.nz/jump/14962"
"Brother","PR4090B6P","Brother PR4090B6P 40x90mm Black Stamp 6 Pack","BST635",211.95,184.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14962-3815712.jpg","http://www.dove.co.nz/jump/14962"
"Brother","PR1438E6P","Brother PR1438E6P 14x38mm Blue Stamp 6 Pack","BST636",72.52,63.10,1,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14962-3815712.jpg","http://www.dove.co.nz/jump/14962"
"Brother","PRD1","Brother PRD1 Stamp Draft Set","BST651",249.95,154.99,0,"Brother Printers & Accessories","","","","http://www.dove.co.nz/jump/0"
"Brother","NV1300","Brother NV1300 Computerised Home Sewing Machine","BSW1300",1699.95,1068.00,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/14127-30162212.jpg","http://www.dove.co.nz/jump/14127"
"Brother","JA1450NT","Brother JA1450NT Sewing Machine","BSW1450",249.95,157.00,1,"Sewing & Craft","","","http://www.dove.co.nz/images/products/18855-569286.jpg","http://www.dove.co.nz/jump/18855"
"Brother","2504D","Brother 2504D 4 Thread Overlocker","BSW2504",599.96,377.00,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/14922-25122211.jpg","http://www.dove.co.nz/jump/14922"
"Brother","GS2510","Brother GS2510 Sewing Machine","BSW2510",299.95,188.00,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/11467-8162212.jpg","http://www.dove.co.nz/jump/11467"
"Brother","GS2700","Brother GS2700 Sewing Machine *$100 CBK*","BSW2700",349.95,220.00,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/11190-53955.jpg","http://www.dove.co.nz/jump/11190"
"Brother","NS35","Brother NS35 Electronic Home Sewing Machine","BSW35",699.95,440.00,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/14433-209178.jpg","http://www.dove.co.nz/jump/14433"
"Brother","4234D","Brother 4234D 4 Thread Overlocker","BSW4234",849.95,534.00,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/15350-499152.jpg","http://www.dove.co.nz/jump/15350"
"Brother","PE DESIGN 10","Brother PE Design 10 Embroidery Software","BSW500",1499.95,972.00,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/12788-1514169.jpg","http://www.dove.co.nz/jump/12788"
"Brother","NS55","Brother NS55 Electronic Home Sewing Machine","BSW55",849.95,534.00,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/14246-14967.jpg","http://www.dove.co.nz/jump/14246"
"Brother","F033N","Brother F033N Walking Foot","BSWA033",49.91,31.30,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/15038-58102112.jpg","http://www.dove.co.nz/jump/15038"
"Brother","F034N","Brother F034N Walking Foot","BSWA034",49.91,31.30,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/15038-58102112.jpg","http://www.dove.co.nz/jump/15038"
"Brother","F060","Brother F060 Open Toe Foot","BSWA060",24.90,15.60,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/15038-58102112.jpg","http://www.dove.co.nz/jump/15038"
"Brother","QKF2AP","Brother QKF2AP Creative Quilt Accessories Kit","BSWA070",299.95,217.00,0,"Sewing & Craft","","","http://www.dove.co.nz/images/products/19058-559129.jpg","http://www.dove.co.nz/jump/19058"
"Brother","TC5","Brother TC5 PT Replacement Cutterblades","BTC5",12.95,8.40,0,"Labelling Devices","Printer Consumables","","","http://www.dove.co.nz/jump/0"
"Brother","TD4100N","Brother TD4100N Desktop Barcode Label Printer","BTD4100N",849.95,576.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14560-411319.jpg","http://www.dove.co.nz/jump/14560"
"Brother","TN1070","Brother TN-1070 Black Toner","BTN1070",79.95,52.10,21,"Brother Printers & Accessories","Printer Consumables","Toner","http://www.dove.co.nz/images/products/12587-589121.jpg","http://www.dove.co.nz/jump/12587"
"Brother","TN150BK","Brother TN-150BK Black Toner","BTN150BK",138.95,91.00,0,"Brother Printers & Accessories","Printer Consumables","Toner","http://www.dove.co.nz/images/products/17572-110121.jpg","http://www.dove.co.nz/jump/17572"
"Brother","TN150C","Brother TN-150C Cyan Toner","BTN150C",159.95,104.00,1,"Brother Printers & Accessories","Printer Consumables","Toner","http://www.dove.co.nz/images/products/17573-1810121.jpg","http://www.dove.co.nz/jump/17573"
"Brother","TN150M","Brother TN-150M Magenta Toner","BTN150M",159.95,104.00,1,"Brother Printers & Accessories","Printer Consumables","Toner","http://www.dove.co.nz/images/products/17574-1910121.jpg","http://www.dove.co.nz/jump/17574"
"Brother","TN150Y","Brother TN-150Y Yellow Toner","BTN150Y",159.95,104.00,0,"Brother Printers & Accessories","Printer Consumables","Toner","http://www.dove.co.nz/images/products/17575-2010121.jpg","http://www.dove.co.nz/jump/17575"
"Brother","TN155BK","Brother TN-155BK Black High Yield Toner","BTN155BK",213.95,140.00,0,"Brother Printers & Accessories","Printer Consumables","Toner","http://www.dove.co.nz/images/products/17576-2510121.jpg","http://www.dove.co.nz/jump/17576"
"Brother","TN155C","Brother TN-155C Cyan High Yield Toner","BTN155C",293.95,192.00,0,"Brother Printers & Accessories","Printer Consumables","Toner","http://www.dove.co.nz/images/products/17577-2610121.jpg","http://www.dove.co.nz/jump/17577"
"Brother","TN155M","Brother TN-155M Magenta High Yield Toner","BTN155M",293.95,192.00,0,"Brother Printers & Accessories","Printer Consumables","Toner","http://www.dove.co.nz/images/products/17578-2710121.jpg","http://www.dove.co.nz/jump/17578"
"Brother","TN155Y","Brother TN-155Y Yellow High Yield Toner","BTN155Y",293.95,192.00,0,"Brother Printers & Accessories","Printer Consumables","Toner","http://www.dove.co.nz/images/products/17579-3010121.jpg","http://www.dove.co.nz/jump/17579"
